exporter,sitc,rca
THA,6674,0.7682413047972814
THA,6733,0.07857472785994196
THA,6785,0.04298928850318974
THA,6794,0.09851342424044116
THA,6871,0.65675765241356
THA,6872,0.5125784515770775
THA,6891,0.23103659610629948
THA,6911,0.002421358182252132
THA,6912,0.5678973260850932
THA,6924,0.26024651254584596
THA,6931,0.045320570208097107
THA,6940,0.009339905124262483
THA,6974,0.36882955484802804
THA,6991,0.0026562469798510494
THA,6992,0.004645092991406227
THA,7132,0.0960679172837918
THA,7138,0.3933599116045877
THA,7139,0.08995921854572599
THA,7162,0.08455514558211527
THA,7243,0.33189544099665846
THA,7247,0.3907987243062636
THA,7267,0.023204641836685837
THA,7271,0.20163321825584504
THA,7361,0.06728832361342
THA,7371,0.1070671522832438
THA,7372,0.016249972950689515
THA,7414,0.017309627051521066
THA,7415,0.780433014689169
THA,7421,0.03696528377675001
THA,7431,0.3360367934569689
THA,7432,0.0572933136673194
THA,7434,0.2397021105140913
THA,7491,0.14059462614964935
THA,7518,0.4130691975973574
THA,7525,0.8523538486057916
THA,7591,0.3073428194357986
THA,7599,0.49574034566603614
THA,7611,0.24046582253443816
THA,7612,0.3407127232996376
THA,7621,0.7996715632675722
THA,7638,0.625768164257003
THA,7641,0.05452085321448037
THA,7648,0.1074866560231362
THA,7649,0.1563777459246136
THA,7712,0.21190225910313165
THA,7722,0.40511815758402425
THA,7723,0.3217106639565115
THA,7751,0.6744246764975443
THA,7752,0.6942399605770857
THA,7758,0.17837766346708428
THA,7761,0.043815638335580366
THA,7762,0.0701449994972323
THA,7763,0.024113530877858814
THA,7764,0.2919077495991579
THA,7768,0.3397095065290917
THA,7783,0.09751492898983694
THA,7788,0.06777787219862787
THA,7821,0.6973454998085528
THA,7849,0.05758774404344077
THA,7851,0.6570554219452638
THA,7852,0.02477542720483637
THA,7853,0.487391205656987
THA,7938,0.27095120964522246
THA,8122,0.3693639841417307
THA,8463,0.23537391446861042
THA,8465,0.3769759508382645
THA,8472,0.017627054069705852
THA,8482,0.7872609129806651
THA,8732,0.2416846471877116
THA,8749,0.09654053545941156
THA,8811,0.36895885656398925
THA,8830,0.507075656783992
THA,8841,0.47088638634177554
THA,8852,0.5165494526954393
THA,8931,0.19476308792183067
THA,8947,0.29744831492510093
THA,8972,0.6525380753578931
THA,8973,0.49226358508302637
THA,8999,0.06746394035725108
THA,9710,0.0512853464570131
USA,0015,0.3446242022616891
USA,0111,0.16449388886555238
USA,0113,0.30376856590394247
USA,0114,0.36266390215184097
USA,0116,0.5216317996870461
USA,0142,0.1072617877348008
USA,0149,0.007126049589049119
USA,0224,0.06408827764837827
USA,0251,0.10655722643488483
USA,0252,0.16669635723645165
USA,0342,0.1301444805922097
USA,0411,0.24923631693146744
USA,0412,0.3810958282049934
USA,0421,0.510087214537735
USA,0440,0.5491169805304391
USA,0459,0.5790627482880417
USA,0470,0.1666135880896201
USA,0481,0.13771491046148351
USA,0542,0.011395434301133092
USA,0546,0.06580808685834964
USA,0564,0.2681095713075518
USA,0572,0.1290724627730124
USA,0574,0.2182800066089179
USA,0575,0.23158117626247574
USA,0577,0.5901179623751439
USA,0589,0.09083897567866647
USA,0619,0.4666044222262675
USA,0811,0.6456995465082097
USA,0812,0.12122024476003695
USA,0813,0.1424014623715276
USA,0814,0.0369044267537968
USA,0819,0.43365669179754224
USA,0913,0.4300967320007618
USA,0980,0.22884374768382457
USA,1212,0.0996281375650247
USA,2111,0.6166564014568938
USA,2112,0.33979676155249905
USA,2119,0.38253053771357853
USA,2221,0.2562850985204253
USA,2222,0.6511800655329545
USA,2223,0.39831416214828985
USA,2239,0.6705512382438161
USA,2331,0.31228922968045253
USA,2460,0.04444338687957486
USA,2471,0.36876744193249406
USA,2479,0.0110172214949869
USA,2481,0.6618308074129802
USA,2483,0.3391623048186191
USA,2511,0.6111006356642811
USA,2516,0.40982142201961436
USA,2517,0.28529359827237444
USA,2518,0.10165467347057375
USA,2519,0.11429846264139441
USA,2631,0.586300755680719
USA,2632,0.36733628894211434
USA,2671,0.4270262930642151
USA,2672,0.24286870298496394
USA,2690,0.36466898861254904
USA,2714,0.8484965589499711
USA,2733,0.42967675441185216
USA,2772,0.14916318628082653
USA,2782,0.2822088002884523
USA,2789,0.015969503154757248
USA,2820,0.27608302275556607
USA,2874,0.040840518534066936
USA,2875,0.16423701117412212
USA,2881,0.1333951396028995
USA,2882,0.27026325425722614
USA,2890,0.40639085569369304
USA,2919,0.09128389552480701
USA,2925,0.2607129178343299
USA,2929,0.010097775252257753
USA,3222,0.18132839761172515
USA,3345,0.3682526356548408
USA,3351,0.11598222359189639
USA,3352,0.15753714376392466
USA,3354,0.5043749639374664
USA,4113,0.36522013977281564
USA,4232,0.06496541966468085
USA,4233,0.5761870153754175
USA,4241,0.3525557992448113
USA,4249,0.5056753254271387
USA,4311,0.2746457581192171
USA,5112,0.13685395112337564
USA,5113,0.4657613682605488
USA,5114,0.001414061269424817
USA,5121,0.04802413379349606
USA,5123,0.2942130313450047
USA,5137,0.2650686253145652
USA,5145,0.35131721280811545
USA,5154,0.22303429488481652
USA,5155,0.41281851982408013
USA,5156,0.04153161877733957
USA,5161,0.375330699517739
USA,5162,0.10578836609422546
USA,5163,0.12126634668440958
USA,5169,0.13513182263791168
USA,5221,0.2879523799547995
USA,5222,0.10463565189758627
USA,5223,0.1995687958396247
USA,5232,0.3497591306394034
USA,5233,0.02720907828040622
USA,5239,0.16696578554115354
USA,5249,0.030883447055248644
USA,5312,0.15805351836214254
USA,5331,0.3320920971188023
USA,5332,0.10837511297186911
USA,5334,0.1310622764501209
USA,5335,0.14545527923238522
USA,5411,0.007541214899494633
USA,5413,0.0485441148363308
USA,5415,0.36347406756660433
USA,5416,0.3628171823408894
USA,5417,0.12002783303213249
USA,5419,0.22243959620869255
USA,5513,0.2213338003645904
USA,5514,0.002683384266193559
USA,5530,0.12207766358554607
USA,5542,0.19917229061263972
USA,5543,0.34319778991793104
USA,5629,0.2503124485990091
USA,5721,0.5601796530016792
USA,5722,0.36886768003152015
USA,5821,0.05086573426254657
USA,5822,0.04665225913808218
USA,5823,0.08378602830109173
USA,5824,0.32486191026332906
USA,5825,0.2066832052528461
USA,5826,0.2685197121745735
USA,5827,0.3677050267504497
USA,5829,0.2918457489870975
USA,5831,0.09136388107655724
USA,5834,0.3335317936878089
USA,5836,0.27335371677334636
USA,5838,0.01139351459113585
USA,5839,0.2969997241597631
USA,5841,0.3106171508736917
USA,5843,0.4216402285976253
USA,5849,0.38494985044146246
USA,5851,0.37055920492475924
USA,5911,0.31371740082435745
USA,5913,0.20101404856111668
USA,5914,0.07451170734110338
USA,5922,0.2281865451123861
USA,5981,0.2661350365913864
USA,5982,0.5439747290262844
USA,5983,0.31223945739901254
USA,5989,0.36358197109305757
USA,6112,0.0026148756561786488
USA,6121,0.2393439489198251
USA,6210,0.04338521639920955
USA,6253,0.39347668829343174
USA,6259,0.07712576185236378
USA,6289,0.1662005992018611
USA,6341,0.13927485175836257
USA,6352,0.47395398966269864
USA,6413,0.520603905942188
USA,6417,0.17530876624425068
USA,6418,0.20944031306949912
USA,6421,0.037918924024069454
USA,6424,0.08231111943850096
USA,6428,0.0015046984990014917
USA,6546,0.18705658154041105
USA,6551,0.05406865702353793
USA,6553,0.1295564742036933
USA,6571,0.09559842357151536
USA,6572,0.24305452694279195
USA,6573,0.05732690779400899
USA,6577,0.0608045218991843
USA,6579,0.09041069358587281
USA,6595,0.12629595931273047
USA,6618,0.2440631261661063
USA,6632,0.11486843139505896
USA,6633,0.11880340084787097
USA,6635,0.07071565356045215
USA,6637,0.11194198691956353
USA,6638,0.2678621688753721
USA,6639,0.2807970125856288
USA,6641,0.31981785469843993
USA,6643,0.4277663566768704
USA,6644,0.06686199514512592
USA,6645,0.2514712094834344
USA,6646,0.051257871554476926
USA,6647,0.026122714893358046
USA,6648,0.481561585418555
USA,6649,0.17305617785597383
USA,6674,0.1416651177655897
USA,6724,0.08735975144398556
USA,6785,0.18056245878948476
USA,6793,0.160947211909283
USA,6832,0.49211732068587044
USA,6842,0.05059707172856663
USA,6880,0.2837516447782817
USA,6891,0.032894342585428796
USA,6921,0.14863808725349045
USA,6924,0.038152399699545675
USA,6940,0.1916023025606426
USA,6953,0.0848756282006959
USA,6954,0.1468764176332239
USA,6994,0.1600646723618301
USA,6996,0.119125812397566
USA,6997,0.14495843991248059
USA,6998,0.1511422967840057
USA,6999,0.5559178294408822
USA,7126,0.06415499306469175
USA,7131,0.618032149068126
USA,7132,0.22577783763777182
USA,7133,0.2455271048815454
USA,7138,0.42729623892457697
USA,7139,0.08434844609526335
USA,7144,0.6086532634254656
USA,7148,0.6178339572466236
USA,7149,0.6089098557205355
USA,7161,0.25182723248727523
USA,7162,0.026886413338904465
USA,7163,0.2530787741290744
USA,7188,0.25989949296955056
USA,7211,0.16765529625289188
USA,7212,0.4221502894098369
USA,7219,0.1441974950586374
USA,7223,0.6440151183952492
USA,7224,0.21326885360407033
USA,7233,0.10955957095887514
USA,7234,0.304826907235217
USA,7239,0.31321929321091097
USA,7247,0.02075808951074342
USA,7259,0.008232505618874337
USA,7269,0.05173217598140421
USA,7283,0.07176285106098688
USA,7284,0.22819587695620683
USA,7369,0.09154120951077563
USA,7373,0.1275859302281796
USA,7411,0.3511692171228314
USA,7412,0.17671926256865497
USA,7413,0.11830598210204274
USA,7414,0.11807672123103367
USA,7416,0.18161199466744293
USA,7421,0.24429118192560179
USA,7422,0.16007199914030182
USA,7423,0.3167045245879984
USA,7428,0.3295435620152202
USA,7429,0.26810949336964696
USA,7431,0.19732766199699758
USA,7432,0.20536990929368903
USA,7434,0.023860709094556638
USA,7435,0.03374647524662223
USA,7436,0.2899952722411459
USA,7439,0.3599115742114988
USA,7441,0.15629888445670678
USA,7442,0.03456047285123668
USA,7449,0.03013284773436169
USA,7451,0.21463883080482604
USA,7452,0.05851444860631126
USA,7492,0.23082513893975265
USA,7493,0.17654369667986008
USA,7499,0.07313196929365068
USA,7511,0.12829491548988298
USA,7521,0.1270473759693722
USA,7523,0.13279530686645638
USA,7528,0.15116491420305284
USA,7648,0.26508009947601474
USA,7721,0.08002441428522544
USA,7732,0.03381772124227938
USA,7741,0.5122372513810038
USA,7742,0.4367664304352212
USA,7762,0.3733775183870484
USA,7764,0.0679465332239981
USA,7768,0.2563108280839026
USA,7781,0.0126461593607645
USA,7788,0.01497351893838711
USA,7821,0.23192938608537766
USA,7822,0.383187209775102
USA,7832,0.039337767691584244
USA,7849,0.11256940451016134
USA,7861,0.3807636626393724
USA,7912,0.5411128551917332
USA,7915,0.07284714296938868
USA,7919,0.2109623847544559
USA,7921,0.4765272304234849
USA,7922,0.6611433172017975
USA,7923,0.3808159245462429
USA,7924,0.5439855905325571
USA,7928,0.41693326086506216
USA,7929,0.5053087088585269
USA,8720,0.47729639378916683
USA,8731,0.08783180267142975
USA,8741,0.5364503099022342
USA,8742,0.35357748302607006
USA,8743,0.2871552400528904
USA,8744,0.4863039619357269
USA,8745,0.34276605802426485
USA,8748,0.4768259611193748
USA,8749,0.3706882572481289
USA,8812,0.2701609995198309
USA,8813,0.0826718260142849
USA,8821,0.013520569506191186
USA,8822,0.4587957276213887
USA,8830,0.40322449186868575
USA,8841,0.0796086957537725
USA,8921,0.3149576689019388
USA,8922,0.4279748606091033
USA,8928,0.2355844870496127
USA,8931,0.11516342338927496
USA,8935,0.19166757038079435
USA,8939,0.06340406322715023
USA,8946,0.13042404551104064
USA,8960,0.4924781948912569
USA,8982,0.11766042563339528
USA,8983,0.19972159481705704
USA,8989,0.375513275146988
USA,8991,0.14710725090424948
USA,8996,0.47428770556112543
USA,9310,0.2685484569422243
USA,9510,0.603197193330776
USA,9610,0.1433261760484761
